Author,Secondary Author(s),Illustrators,Translators,Book,clustered_book,School District,Missouri,IN P DOC,Date,Notes,"Challenge/Complaint Status

",Status,"Status Notes - See ""By School District"" Tab for More Detail",Details of Restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",,,,House of Earth and Blood,House of Earth and Blood,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Restricted,Brevard School Library Site,"Over 18 can check it out, everyone else - parental permission",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",,,,Empire of Storms,Empire of Storms Series,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Removed from Shelves - While Under Review,Brevard School Library Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCormick, Patricia",,,,Sold,Sold,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Removed from Shelves - While Under Review,Brevard School Library Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Tricks,Tricks,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Removed from Shelves - While Under Review,Brevard School Library Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",,,,A Court of Mist and Fury,A Court of Mist and Fury,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Removed from Shelves - While Under Review,Brevard School Library Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Tilt,Tilt,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Removed from Shelves - While Under Review,Brevard School Library Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arnold, Elana K.",,,,What Girls Are Made Of,What Girls Are Made Of,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Removed from Shelves - While Under Review,Brevard School Library Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Crank,Crank,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Removed from Shelves - While Under Review,Brevard School Library Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopper, Laura",,,,I Never,I Never,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Removed from Shelves - While Under Review,Brevard School Library Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gruen, Sara",,,,Water for Elephants,Water for Elephants,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Removed from Shelves - While Under Review,Brevard School Library Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackson, Tiffany D",,,,Monday's Not Coming,Monday's Not Coming,Brevard Schools,Florida,yes,November 2022,,Unclear - public posting from Brevard media specialists,Removed from Shelves - While Under Review,Brevard School Library Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCormick, Patricia",,,,Sold,Sold,Carroll Community School District,Iowa,yes,August 2022,Removed from Shelves while under review,started with parents complaining in School board meetings,Challenged-Retained,CCSD Reconsideration Committee Recommends Challenged Remain in CHS Library; nine more books left for review,TEN CHS library books will be reconsidered,Former CHS Librarian weights-in on book debate,Two More Books Voted to remain in CHS Library,,,Removed from Shelves while under review,,,,,,,,,,,,,,,,,,,,,,,,
"Arnold, Elana K.",,,,Red Hood,Red Hood,Carroll Community School District,Iowa,yes,August 2022,Removed from Shelves while under review,started with parents complaining in School board meetings,Challenged-Retained,TEN CHS library books will be reconsidered,CCSD Reconsideration Meetings Monday for Review of Next Questioned Book in CHS Library,Former CHS Librarian weights-in on book debate,Two More Books Voted to remain in CHS Library,,,Removed from Shelves while under review,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Tricks,Tricks,Carroll Community School District,Iowa,yes,August 2022,Removed from Shelves while under review,started with parents complaining in School board meetings,Removed from Shelves - While Under Review,TEN CHS library books will be reconsidered,Removed from Shelves while under review,Former CHS Librarian weights-in on book debate,Two More Books Voted to remain in CHS Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrews, Jesse",,,,The Haters,The Haters,Carroll Community School District,Iowa,yes,August 2022,Removed from Shelves while under review,started with parents complaining in School board meetings,Challenged-Retained,TEN CHS library books will be reconsidered,Removed from Shelves while under review,Former CHS Librarian weights-in on book debate,Two More Books Voted to remain in CHS Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gino, Alex",,,,Melissa (George),Melissa (George),Chandler Unified School District,Arizona,n/a,September 2022,,Mom found book after kid asked if it was appropriate began to complain. Prinicpal said it should not have been in their librar.,Challenged - but has it been removed?,CUSD Parent Alarmed by son't school library book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beaty, Daniel",,,,"Knock, Knock: My Dad's Dream for Me","Knock, Knock: My Dad's Dream for Me",Charlotte-Mecklenburg Schools,North Carolina,no,Fall 2022,,formal challenge - unclear results,Challenged But On Shelves,These are the books charlotte area residents wanted to ban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stein, Garth",,,,The Art of Racing in the Rain,The Art of Racing in the Rain,Charlotte-Mecklenburg Schools,North Carolina,no,Fall 2022,,"The complaint, which centered around a chapter where the dog was observing his owner have sex with someone, was appealed all the way to the Superintendent, who upheld the decision of the committee at Butler High School not to remove it.",Challenged-Retained,These are the books charlotte area residents wanted to ban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abbott, David",,,,The Twin Towers,The Twin Towers,Charlotte-Mecklenburg Schools,North Carolina,no,Fall 2022,,concern about portrayal of muslims. Committee recommended removals.,Banned,These are the books charlotte area residents wanted to ban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Russell, Rachel Renee",,,,Dork Diaries: Tales from a Not So Fabulous Life,Dork Diaries: Tales from a Not So Fabulous Life,Charlotte-Mecklenburg Schools,North Carolina,no,Fall 2022,,"""Swapped by library"" for newer version with ""cleaner"" langauge",Weeded,These are the books charlotte area residents wanted to ban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moen, Erika",,,,"Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel)",Let's Talk About It: The Teen's Guide to Sex Series,Cherry Creek School District,Colorado,yes,September 2022,,Challenged - REMOVED,Internal vet - and books were NOT available to check out,,Sex Ed Book Pulled From Cherry Creek School LLibraries after parent complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kobabe, Maia",,,,Gender Queer,Gender Queer,Cherry Creek School District,Colorado,yes,September 2022,,Challenged - possibly still on shelves,Internal vet - and books were NOT available to check out,,Sex Ed Book Pulled From Cherry Creek School LLibraries after parent complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Curato, Mike",,,,Flamer,Flamer,Cherry Creek School District,Colorado,yes,September 2022,,Challenged - possibly still on shelves,Internal vet - and books were NOT available to check out,,Sex Ed Book Pulled From Cherry Creek School LLibraries after parent complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Artistotle and Dante Discover the Secrets of the Universe,Artistotle and Dante Discover the Secrets of the Universe,Cheyenne,Wyoming,no,September 2022,,Removed w/in 3 days of a complaint,,Wyoming Officials Approve 3 Charter Schools After Heated iNdoctrination debate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acho, Emmanuel",,,,Uncomfortable Conversations with a Black Boy,Uncomfortable Conversations with a Black Boy,Clay County School District,Florida,yes,,,Removed,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adichie, Chimamanda Ngozi",,,,Half of a Yellow Sun,Half of a Yellow Sun,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Albertalli, Becky",,,,The Upside of Unrequited,The Upside of Unrequited,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anderson, Carol",,,,"We Are Not Your Equal: Understanding 
Our Racial Divide","We Are Not Your Equal: Understanding 
Our Racial Divide",Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anderson, Laurie Halse",,,,Twisted,Twisted,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrews, Jesse",,,,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arundhati, Roy",,,,The God of Small Things,The God of Small Things,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asher, Jay",,,,Thirteen Resons Why,Thirteen Reasons Why,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atkins, Catherine",,,,Alt Ed,Alt Ed,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atta, Dean",,,,The Black Flamingo,The Black Flamingo,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baldwin, James",,,,The Fire Next Time,The Fire Next Time,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blume, Judy",,,,Forever,Forever...,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Browne, Mahogany L.",,,,Woke: A Young Poets Call to Justice,Woke: A Young Poet's Call to Justice,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cabot, Meg",,,,Ready or Not: an All-American Girl,Ready or Not: an All-American Girl,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capin, Hannah",,,,Foul is Fair,Foul is Fair,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chbosky, Stephen",,,,The Perks of Being a Wallflower,The Perks of Being a Wallflower,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choi. Mary H.K.,,,,Yolk,Yolk,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clare, Cassandra",,,,Clockwork Princess,Clockwork Princess,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Curato, Mike",,,,Flamer,Flamer,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dietrich, Cale",,,,The Love Interest,The Love Interest,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duncan, Lois",,,,Killing Mr. Griffin,Killing Mr. Griffin,Clay County School District,Florida,Yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foer, Jonathan Safran",,,,Extremely Loud and Incredibly Close,Extremely Loud & Incredibly Close,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foley, Jessie Ann",,,,The Carnival at Bray,The Carnival at Bray,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"French, Gillian",,,,Grit,Grit,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabaldon, Diana ",,,,Outlander,Outlander,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gay, Roxanne",,,,Not That Bad,Not That Bad,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glasglow, Kathleen",,,,Girl in Pieces,Girl in Pieces,Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green, John",,,,Looking for Alaska,Looking for Alaska,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gruen, Sarah",,,,Water for Elephants,Water for Elephants,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gurtler, Janet",,,,"You Too? 25 Voices Share Their
MeToo Stories","You Too? 25 Voices Share Their
MeToo Stories",Clay County School District,Florida,yes,,,,,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gyasi, Yaa",,,,Homegoing,Homegoing,Clay County School District,Florida,yes,,,Deselected/weeded,Banned,Clay County Website With Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
